"Dataset","Tissue","Species","Method","LLMBackend","LLMModelID","Replicate","RefinementSelector","RefinementBudgetK","Bin","BinLower","BinUpper","N","Coverage","MeanConfidence","Accuracy","AbsCalibrationError"
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined","deepseek","deepseek-chat",1,"full",17,6,0.5,0.6,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined","deepseek","deepseek-chat",1,"full",17,7,0.6,0.7,1,0.0588235294117647,0.605,1,0.395
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined","deepseek","deepseek-chat",1,"full",17,8,0.7,0.8,3,0.176470588235294,0.749666666666667,0.666666666666667,0.0830000000000001
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined","deepseek","deepseek-chat",1,"full",17,9,0.8,0.9,10,0.588235294117647,0.8386,0.6,0.2386
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined","deepseek","deepseek-chat",1,"full",17,10,0.9,1,3,0.176470588235294,0.941,1,0.0590000000000001
"PBMC","PBMC","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,7,0.6,0.7,2,0.25,0.7,0.5,0.2
"PBMC","PBMC","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,8,0.7,0.8,2,0.25,0.775,1,0.225
"PBMC","PBMC","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,9,0.8,0.9,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,10,0.9,1,4,0.5,0.9675,1,0.0325
"PBMC","PBMC","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,7,0.6,0.7,2,0.25,0.7,0.5,0.2
"PBMC","PBMC","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,8,0.7,0.8,2,0.25,0.775,1,0.225
"PBMC","PBMC","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,9,0.8,0.9,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,10,0.9,1,4,0.5,0.9675,1,0.0325
"PBMC","PBMC","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,7,0.6,0.7,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,8,0.7,0.8,3,0.375,0.74,0.666666666666667,0.0733333333333334
"PBMC","PBMC","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,9,0.8,0.9,4,0.5,0.8645,1,0.1355
"PBMC","PBMC","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,10,0.9,1,1,0.125,0.91,1,0.09
"PBMC","PBMC","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,7,0.6,0.7,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,8,0.7,0.8,3,0.375,0.74,0.666666666666667,0.0733333333333334
"PBMC","PBMC","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,9,0.8,0.9,4,0.5,0.8645,1,0.1355
"PBMC","PBMC","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,10,0.9,1,1,0.125,0.91,1,0.09
"PBMC","PBMC","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,7,0.6,0.7,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,8,0.7,0.8,3,0.375,0.74,0.666666666666667,0.0733333333333334
"PBMC","PBMC","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,9,0.8,0.9,4,0.5,0.8645,1,0.1355
"PBMC","PBMC","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,10,0.9,1,1,0.125,0.91,1,0.09
"PBMC","PBMC","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,7,0.6,0.7,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,8,0.7,0.8,3,0.375,0.74,0.666666666666667,0.0733333333333334
"PBMC","PBMC","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,9,0.8,0.9,4,0.5,0.8645,1,0.1355
"PBMC","PBMC","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,10,0.9,1,1,0.125,0.91,1,0.09
"PBMC","PBMC","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,7,0.6,0.7,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,8,0.7,0.8,3,0.375,0.74,0.666666666666667,0.0733333333333334
"PBMC","PBMC","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,9,0.8,0.9,4,0.5,0.8645,1,0.1355
"PBMC","PBMC","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,10,0.9,1,1,0.125,0.91,1,0.09
"PBMC","PBMC","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",8,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",8,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",8,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",8,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",8,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",8,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",8,7,0.6,0.7,1,0.125,0.693,0,0.693
"PBMC","PBMC","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",8,8,0.7,0.8,2,0.25,0.7565,0.5,0.2565
"PBMC","PBMC","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",8,9,0.8,0.9,3,0.375,0.864666666666667,1,0.135333333333333
"PBMC","PBMC","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",8,10,0.9,1,2,0.25,0.9065,1,0.0934999999999999
"BaronPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,1,0,0.1,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,6,0.5,0.6,3,0.1875,0.6,0.333333333333333,0.266666666666667
"BaronPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,7,0.6,0.7,3,0.1875,0.683333333333333,0.666666666666667,0.0166666666666667
"BaronPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,8,0.7,0.8,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,9,0.8,0.9,1,0.0625,0.9,1,0.1
"BaronPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,10,0.9,1,9,0.5625,0.972222222222222,1,0.0277777777777778
"BaronPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,1,0,0.1,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,6,0.5,0.6,3,0.1875,0.6,0.333333333333333,0.266666666666667
"BaronPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,7,0.6,0.7,3,0.1875,0.683333333333333,0.666666666666667,0.0166666666666667
"BaronPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,8,0.7,0.8,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,9,0.8,0.9,1,0.0625,0.9,1,0.1
"BaronPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,10,0.9,1,9,0.5625,0.972222222222222,1,0.0277777777777778
"BaronPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,1,0,0.1,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,7,0.6,0.7,1,0.0625,0.628,1,0.372
"BaronPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,8,0.7,0.8,7,0.4375,0.751857142857143,0.571428571428571,0.180428571428571
"BaronPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,9,0.8,0.9,7,0.4375,0.835285714285714,1,0.164714285714286
"BaronPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,10,0.9,1,1,0.0625,0.958,1,0.042
"BaronPancreas","Pancreas","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,1,0,0.1,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,2,0.1,0.2,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,3,0.2,0.3,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,4,0.3,0.4,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,5,0.4,0.5,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,6,0.5,0.6,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,7,0.6,0.7,1,0.0625,0.628,1,0.372
"BaronPancreas","Pancreas","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,8,0.7,0.8,7,0.4375,0.751857142857143,0.571428571428571,0.180428571428571
"BaronPancreas","Pancreas","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,9,0.8,0.9,7,0.4375,0.835285714285714,1,0.164714285714286
"BaronPancreas","Pancreas","Human","OpenAICell-SelfRefined","openai","gpt-5",1,"evidence-k",0,10,0.9,1,1,0.0625,0.958,1,0.042
"BaronPancreas","Pancreas","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,1,0,0.1,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,2,0.1,0.2,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,3,0.2,0.3,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,4,0.3,0.4,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,5,0.4,0.5,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,6,0.5,0.6,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,7,0.6,0.7,1,0.0625,0.628,1,0.372
"BaronPancreas","Pancreas","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,8,0.7,0.8,7,0.4375,0.751857142857143,0.571428571428571,0.180428571428571
"BaronPancreas","Pancreas","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,9,0.8,0.9,7,0.4375,0.835285714285714,1,0.164714285714286
"BaronPancreas","Pancreas","Human","OpenAICell-RandomK","openai","gpt-5",1,"random-k",0,10,0.9,1,1,0.0625,0.958,1,0.042
"BaronPancreas","Pancreas","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,1,0,0.1,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,2,0.1,0.2,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,3,0.2,0.3,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,4,0.3,0.4,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,5,0.4,0.5,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,6,0.5,0.6,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,7,0.6,0.7,1,0.0625,0.628,1,0.372
"BaronPancreas","Pancreas","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,8,0.7,0.8,7,0.4375,0.751857142857143,0.571428571428571,0.180428571428571
"BaronPancreas","Pancreas","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,9,0.8,0.9,7,0.4375,0.835285714285714,1,0.164714285714286
"BaronPancreas","Pancreas","Human","OpenAICell-ConfidenceK","openai","gpt-5",1,"confidence-k",0,10,0.9,1,1,0.0625,0.958,1,0.042
"BaronPancreas","Pancreas","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,1,0,0.1,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,2,0.1,0.2,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,3,0.2,0.3,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,4,0.3,0.4,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,5,0.4,0.5,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,6,0.5,0.6,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,7,0.6,0.7,1,0.0625,0.628,1,0.372
"BaronPancreas","Pancreas","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,8,0.7,0.8,7,0.4375,0.751857142857143,0.571428571428571,0.180428571428571
"BaronPancreas","Pancreas","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,9,0.8,0.9,7,0.4375,0.835285714285714,1,0.164714285714286
"BaronPancreas","Pancreas","Human","OpenAICell-NoOntologyK","openai","gpt-5",1,"evidence-no-ontology-k",0,10,0.9,1,1,0.0625,0.958,1,0.042
"BaronPancreas","Pancreas","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",16,1,0,0.1,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",16,2,0.1,0.2,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",16,3,0.2,0.3,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",16,4,0.3,0.4,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",16,5,0.4,0.5,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",16,6,0.5,0.6,0,0,NA,NA,NA
"BaronPancreas","Pancreas","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",16,7,0.6,0.7,4,0.25,0.657,0.25,0.407
"BaronPancreas","Pancreas","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",16,8,0.7,0.8,4,0.25,0.7695,1,0.2305
"BaronPancreas","Pancreas","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",16,9,0.8,0.9,7,0.4375,0.835285714285714,1,0.164714285714286
"BaronPancreas","Pancreas","Human","OpenAICell-FullRefined","openai","gpt-5",1,"full",16,10,0.9,1,1,0.0625,0.958,1,0.042
"MuraroPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,1,0,0.1,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,6,0.5,0.6,1,0.0909090909090909,0.6,1,0.4
"MuraroPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,7,0.6,0.7,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,8,0.7,0.8,2,0.181818181818182,0.775,1,0.225
"MuraroPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,9,0.8,0.9,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","OpenAI-Plain","openai","gpt-5",1,"none",0,10,0.9,1,8,0.727272727272727,0.9825,0.875,0.1075
"MuraroPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,1,0,0.1,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,6,0.5,0.6,1,0.0909090909090909,0.6,1,0.4
"MuraroPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,7,0.6,0.7,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,8,0.7,0.8,2,0.181818181818182,0.775,1,0.225
"MuraroPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,9,0.8,0.9,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","OpenAICell-Evidence","openai","gpt-5",1,"none",0,10,0.9,1,8,0.727272727272727,0.9825,0.875,0.1075
"MuraroPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,1,0,0.1,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"MuraroPancreas","Pancreas","Human","OpenAICell-Calibrated","openai","gpt-5",1,"none",0,5,0.4,0.5,0,0,NA,NA,NA
